sample	species	date	parsed_date	latitude	longitude	elevation	datum	location	collectors	samplename	population	seed	notes
LBM03D07	Eucalyptus melliodora			-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1-8	LB-T1		
LBM03D08	Eucalyptus melliodora			-37.179444	144.483333	517	WGS84		Linda Broadhurst	LB-19-6	LB-19		
LBM03D09	Eucalyptus melliodora			-30.54493	151.79367	1055	WGS84		Linda Broadhurst	LB-K2-4	LB-K2		
LBM03D10	Eucalyptus melliodora			-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20-2	LB-20		
LBM03D11	Eucalyptus melliodora			-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20-10	LB-20		
LBM03E01	Eucalyptus melliodora			-36.6755	146.26477	236	WGS84		Linda Broadhurst	LB-2-1	LB-2		
LBM03E02	Eucalyptus melliodora			-36.6755	146.26477	236	WGS84		Linda Broadhurst	LB-2-9	LB-2		
LBM03E04	Eucalyptus melliodora			-33.710145	149.52355	978	WGS84		Linda Broadhurst	LB-5-5	LB-5		
LBM03E06	Eucalyptus melliodora			-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1-1	LB-T1		
LBM03E07	Eucalyptus melliodora			-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1-9	LB-T1		
LBM03E08	Eucalyptus melliodora			-37.179444	144.483333	517	WGS84		Linda Broadhurst	LB-19-7	LB-19		
LBM03E09	Eucalyptus melliodora			-30.54493	151.79367	1055	WGS84		Linda Broadhurst	LB-K2-5	LB-K2		
LBM03E10	Eucalyptus melliodora			-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20-3	LB-20		
LBM03E11	Eucalyptus melliodora			-36.580471	143.521639	206	WGS84		Linda Broadhurst	LB-W2-1	LB-W2		
LBM03E12	Eucalyptus melliodora			-36.580471	143.521639	206	WGS84		Linda Broadhurst	LB-W2-9	LB-W2		
LBM03F01	Eucalyptus melliodora			-36.6755	146.26477	236	WGS84		Linda Broadhurst	LB-2-2	LB-2		
LBM03F04	Eucalyptus melliodora			-33.710145	149.52355	978	WGS84		Linda Broadhurst	LB-5-6	LB-5		
LBM03F05	Eucalyptus melliodora			-37.285278	143.77778	321	WGS84		Linda Broadhurst	LB-10-4	LB-10		
LBM03F06	Eucalyptus melliodora			-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1-2	LB-T1		
LBM03F07	Eucalyptus melliodora			-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1-10	LB-T1		
LBM03F08	Eucalyptus melliodora			-37.179444	144.483333	517	WGS84		Linda Broadhurst	LB-19-8	LB-19		
LBM03F09	Eucalyptus melliodora			-30.54493	151.79367	1055	WGS84		Linda Broadhurst	LB-K2-6	LB-K2		
LBM03F10	Eucalyptus melliodora			-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20-4	LB-20		
LBM03F11	Eucalyptus melliodora			-36.580471	143.521639	206	WGS84		Linda Broadhurst	LB-W2-2	LB-W2		
LBM03G02	Eucalyptus melliodora			-32.389167	150.881667	147	WGS84		Linda Broadhurst	LB-14-1	LB-14		
LBM03G05	Eucalyptus melliodora			-37.285278	143.77778	321	WGS84		Linda Broadhurst	LB-10-5	LB-10		
LBM03G06	Eucalyptus melliodora			-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1-3	LB-T1		
LBM03G07	Eucalyptus melliodora			-37.179444	144.483333	517	WGS84		Linda Broadhurst	LB-19-1	LB-19		
LBM03G08	Eucalyptus melliodora			-37.179444	144.483333	517	WGS84		Linda Broadhurst	LB-19-9	LB-19		
LBM03G09	Eucalyptus melliodora			-30.54493	151.79367	1055	WGS84		Linda Broadhurst	LB-K2-7	LB-K2		
LBM03G10	Eucalyptus melliodora			-34.911785	148.971179	562	WGS84		Linda Broadhurst	LB-20-5	LB-20		
LBM03G11	Eucalyptus melliodora			-36.580471	143.521639	206	WGS84		Linda Broadhurst	LB-W2-3	LB-W2		
LBM03H06	Eucalyptus melliodora			-35.26495	147.310133	265	WGS84		Linda Broadhurst	LB-T1-4	LB-T1		
LBM04A01	Eucalyptus melliodora			-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24-3	LB-24		
LBM04A02	Eucalyptus melliodora			-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3-1	LB-W3		
LBM04A03	Eucalyptus melliodora			-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3-9	LB-W3		
LBM04A05	Eucalyptus melliodora			-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21-5	LB-21		
LBM04B01	Eucalyptus melliodora			-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24-4	LB-24		
LBM04B02	Eucalyptus melliodora			-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3-2	LB-W3		
LBM04B04	Eucalyptus melliodora			-35.299683	147.165733	258	WGS84		Linda Broadhurst	LB-T3-8	LB-T3		
LBM04B06	Eucalyptus melliodora			-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2-4	LB-T2		
LBM04B08	Eucalyptus melliodora			-35.39474	149.677129	684	WGS84		Linda Broadhurst	LB-26-4	LB-26		elevation computed from api.geonames.org/astergdem
LBM04C02	Eucalyptus melliodora			-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3-3	LB-W3		
LBM04C03	Eucalyptus melliodora			-35.299683	147.165733	258	WGS84		Linda Broadhurst	LB-T3-1	LB-T3		
LBM04C04	Eucalyptus melliodora			-35.299683	147.165733	258	WGS84		Linda Broadhurst	LB-T3-9	LB-T3		
LBM04C05	Eucalyptus melliodora			-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21-7	LB-21		
LBM04C06	Eucalyptus melliodora			-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2-5	LB-T2		
LBM04D01	Eucalyptus melliodora			-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24-6	LB-24		
LBM04D02	Eucalyptus melliodora			-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3-4	LB-W3		
LBM04D05	Eucalyptus melliodora			-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21-8	LB-21		
LBM04D06	Eucalyptus melliodora			-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2-6	LB-T2		
LBM04D08	Eucalyptus melliodora			-35.39474	149.677129	684	WGS84		Linda Broadhurst	LB-26-6	LB-26		elevation computed from api.geonames.org/astergdem
LBM04E01	Eucalyptus melliodora			-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24-7	LB-24		
LBM04E02	Eucalyptus melliodora			-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3-5	LB-W3		
LBM04E03	Eucalyptus melliodora			-35.299683	147.165733	258	WGS84		Linda Broadhurst	LB-T3-3	LB-T3		
LBM04E04	Eucalyptus melliodora			-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21-1	LB-21		
LBM04E05	Eucalyptus melliodora			-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21-9	LB-21		
LBM04E06	Eucalyptus melliodora			-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2-7	LB-T2		
LBM04E08	Eucalyptus melliodora			-35.39474	149.677129	684	WGS84		Linda Broadhurst	LB-26-7	LB-26		elevation computed from api.geonames.org/astergdem
LBM04E11	Eucalyptus melliodora			-33.936944	116.963333	332	WGS84		Linda Broadhurst	LB-7-1	LB-7		elevation computed from api.geonames.org/astergdem
LBM04F01	Eucalyptus melliodora			-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24-8	LB-24		
LBM04F02	Eucalyptus melliodora			-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3-6	LB-W3		
LBM04F03	Eucalyptus melliodora			-35.299683	147.165733	258	WGS84		Linda Broadhurst	LB-T3-4	LB-T3		
LBM04F04	Eucalyptus melliodora			-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21-2	LB-21		
LBM04F05	Eucalyptus melliodora			-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21-10	LB-21		
LBM04F06	Eucalyptus melliodora			-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2-8	LB-T2		
LBM04G01	Eucalyptus melliodora			-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24-9	LB-24		
LBM04G02	Eucalyptus melliodora			-36.487921	143.891325	138	WGS84		Linda Broadhurst	LB-W3-7	LB-W3		
LBM04G03	Eucalyptus melliodora			-35.299683	147.165733	258	WGS84		Linda Broadhurst	LB-T3-5	LB-T3		
LBM04G04	Eucalyptus melliodora			-37.144361	142.839428	244	WGS84		Linda Broadhurst	LB-21-3	LB-21		
LBM04G05	Eucalyptus melliodora			-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2-1	LB-T2		
LBM04G06	Eucalyptus melliodora			-35.37515	147.25261	266	WGS84		Linda Broadhurst	LB-T2-9	LB-T2		
LBM04G08	Eucalyptus melliodora			-35.39474	149.677129	684	WGS84		Linda Broadhurst	LB-26-9	LB-26		elevation computed from api.geonames.org/astergdem
LBM04H01	Eucalyptus melliodora			-36.980278	144.047611	333	WGS84		Linda Broadhurst	LB-24-10	LB-24		
EB510	Eucalyptus porosa			-34.85926	138.73598	110	WGS84	Torrens Gorge					elevation computed from api.geonames.org/astergdem
EB515	Eucalyptus odorata			-35.0961	138.9629	249	WGS84	Callington					elevation computed from api.geonames.org/astergdem
EB519	Eucalyptus leucoxylon			-33.912544	138.60479	567	WGS84	Spring Gully CP					elevation computed from api.geonames.org/astergdem
EB521	Eucalyptus odorata			-33.187045	138.2587	344	WGS84	Betaloo					elevation computed from api.geonames.org/astergdem
EB522	Eucalyptus leucoxylon			-33.20288	138.25193	393	WGS84	Betaloo					elevation computed from api.geonames.org/astergdem
EB523	Eucalyptus odorata			-32.44503	137.9782	272	WGS84	Pitchi Ritchi Pass					elevation computed from api.geonames.org/astergdem
EB524	Eucalyptus leucoxylon			-32.3824	137.98374	446	WGS84	Pitchi Ritchi Pass					elevation computed from api.geonames.org/astergdem
EB525	Eucalyptus porosa			-32.29882	137.9858	448	WGS84	Dutchmans Stern CP					elevation computed from api.geonames.org/astergdem
EB526	Eucalyptus albens			-32.8229	138.1843	431	WGS84	Melrose					elevation computed from api.geonames.org/astergdem
EB527	Eucalyptus microcarpa			-32.8229	138.1843	431	WGS84	Melrose					elevation computed from api.geonames.org/astergdem
EB528	Eucalyptus leucoxylon			-32.725607	138.081843	693	WGS84	Mount Remarkable					elevation computed from api.geonames.org/astergdem
EB529	Eucalyptus microcarpa			-32.725607	138.081843	693	WGS84	Mount Remarkable					elevation computed from api.geonames.org/astergdem
EB530	Eucalyptus albens			-32.85	138.18006	460	WGS84	Melrose					elevation computed from api.geonames.org/astergdem
EB531	Eucalyptus porosa			-32.987021	138.06658	103	WGS84	Port Germaine Gorge					elevation computed from api.geonames.org/astergdem
EB534	Eucalyptus microcarpa			-35.90853	138.7042	0	WGS84	Norton Summit					elevation computed from api.geonames.org/astergdem
EB535	Eucalyptus porosa			-34.94037	139.0772	308	WGS84	Rockleigh					elevation computed from api.geonames.org/astergdem
EB536	Eucalyptus leucoxylon			-34.88304	138.9809	537	WGS84	Mount Torrens					elevation computed from api.geonames.org/astergdem
ENE0001	Eucalyptus sp. aff. magnificata	2017-11-22T00:00:00Z	2017-11-22T00:00:00Z	-29.84968	152.00146	969	WGS84	HRF1					elevation computed from api.geonames.org/astergdem
ENE0005	Eucalyptus melliodora	2017-11-22T00:00:00Z	2017-11-22T00:00:00Z	-29.85121	152.00075	983	WGS84	HRF1					elevation computed from api.geonames.org/astergdem
ENE0008	Eucalyptus sp. aff. magnificata	2017-11-22T00:00:00Z	2017-11-22T00:00:00Z	-29.85109	152.0009	983	WGS84	HRF1					elevation computed from api.geonames.org/astergdem
ENE0009	Eucalyptus conica	2017-11-22T00:00:00Z	2017-11-22T00:00:00Z	-29.85126	152.00015	993	WGS84	HRF1					elevation computed from api.geonames.org/astergdem
ENE0010	Eucalyptus sp. aff. magnificata	2017-11-22T00:00:00Z	2017-11-22T00:00:00Z	-29.85105	151.99956	1006	WGS84	HRF1					elevation computed from api.geonames.org/astergdem
ENE0011	Eucalyptus sp. aff. magnificata	2017-11-22T00:00:00Z	2017-11-22T00:00:00Z	-29.85126	151.99948	1002	WGS84	HRF1					elevation computed from api.geonames.org/astergdem
ENE0014	Eucalyptus melliodora	2017-11-22T00:00:00Z	2017-11-22T00:00:00Z	-29.84946	152.00108	972	WGS84	HRF1					elevation computed from api.geonames.org/astergdem
ENE0015	Eucalyptus melliodora	2017-11-22T00:00:00Z	2017-11-22T00:00:00Z	-29.84945	152.00114	972	WGS84	HRF1					elevation computed from api.geonames.org/astergdem
ENE0023	Eucalyptus sp. aff. magnificata	2017-11-22T00:00:00Z	2017-11-22T00:00:00Z	-29.84896	152.0058	956	WGS84	HRF1					elevation computed from api.geonames.org/astergdem
ENE0024	Eucalyptus melliodora	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.5176	151.97227	1075	WGS84	Waterfall Way 2					elevation computed from api.geonames.org/astergdem
ENE0026	Eucalyptus melliodora	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.51734	151.97252	1072	WGS84	Waterfall Way 2					elevation computed from api.geonames.org/astergdem
ENE0028	Eucalyptus melliodora	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.5173	151.97264	1074	WGS84	Waterfall Way 2					elevation computed from api.geonames.org/astergdem
ENE0030	Eucalyptus sp. aff. magnificata	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.51709	151.97293	1073	WGS84	Waterfall Way 2					elevation computed from api.geonames.org/astergdem
ENE0031	Eucalyptus sp. aff. magnificata	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.517	151.97298	1072	WGS84	Waterfall Way 2					elevation computed from api.geonames.org/astergdem
ENE0032	Eucalyptus sp. aff. magnificata	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.51712	151.97308	1073	WGS84	Waterfall Way 2					elevation computed from api.geonames.org/astergdem
ENE0033	Eucalyptus sp. aff. magnificata	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.51688	151.97357	1070	WGS84	Waterfall Way 2					elevation computed from api.geonames.org/astergdem
ENE0034	Eucalyptus sp. aff. magnificata	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.51691	151.9735	1070	WGS84	Waterfall Way 2					elevation computed from api.geonames.org/astergdem
ENE0036	Eucalyptus conica	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.53189	152.03299	931	WGS84	Wollomombi Falls Lookout					elevation computed from api.geonames.org/astergdem
ENE0038	Eucalyptus conica	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.53132	152.03278	939	WGS84	Wollomombi Falls Lookout					elevation computed from api.geonames.org/astergdem
ENE0040	Eucalyptus conica	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.53132	152.03148	947	WGS84	Wollomombi Falls Lookout					elevation computed from api.geonames.org/astergdem
ENE0042	Eucalyptus conica	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.52496	152.07028	941	WGS84	Kempsey road gravel depot					elevation computed from api.geonames.org/astergdem
ENE0044	Eucalyptus conica	2017-11-24T00:00:00Z	2017-11-24T00:00:00Z	-30.52445	152.07028	937	WGS84	Kempsey road gravel depot					elevation computed from api.geonames.org/astergdem
J345b	Eucalyptus albens	2015-11-20T00:00:00Z	2015-11-20T00:00:00Z	-35.07022	148.83685	493	WGS84	Mullion, Mountain Creek Rd.					elevation computed from api.geonames.org/astergdem
J345c	Eucalyptus albens	2015-11-20T00:00:00Z	2015-11-20T00:00:00Z	-35.07022	148.83685	493	WGS84	Mullion, Mountain Creek Rd.					elevation computed from api.geonames.org/astergdem
J359f	Eucalyptus sideroxylon	2015-11-21T00:00:00Z	2015-11-21T00:00:00Z	-34.47594	147.40941	321	WGS84	Ingalba Nature Reserve, Hwy 94					elevation computed from api.geonames.org/astergdem
J377f	Eucalyptus albens	2016-01-25T00:00:00Z	2016-01-25T00:00:00Z	-36.96985	148.30525	577	WGS84	Suggan Buggan					elevation computed from api.geonames.org/astergdem
J382	Eucalyptus albens	2016-01-27T00:00:00Z	2016-01-27T00:00:00Z	-37.21575	147.71677	322	WGS84	Swifts Creek					elevation computed from api.geonames.org/astergdem
J395a	Eucalyptus albens	2016-01-31T00:00:00Z	2016-01-31T00:00:00Z	-36.76884	144.07336	201	WGS84	Powers Rd, Woodstock on Loddon					elevation computed from api.geonames.org/astergdem
J401i	Eucalyptus sideroxylon	2016-04-05T00:00:00Z	2016-04-05T00:00:00Z	-30.44023	151.25069	752	WGS84	Torreyburn Rd, Yarrowyck					elevation computed from api.geonames.org/astergdem
J413b	Eucalyptus albens	2016-06-16T00:00:00Z	2016-06-16T00:00:00Z	-30.70737	150.09621	245	WGS84	Boggabri - private land					elevation computed from api.geonames.org/astergdem
J413d	Eucalyptus albens	2016-06-16T00:00:00Z	2016-06-16T00:00:00Z	-30.70737	150.09621	245	WGS84	Boggabri - private land					elevation computed from api.geonames.org/astergdem
J413e	Eucalyptus albens	2016-06-16T00:00:00Z	2016-06-16T00:00:00Z	-30.70737	150.09621	245	WGS84	Boggabri - private land					elevation computed from api.geonames.org/astergdem
J413g	Eucalyptus albens	2016-06-16T00:00:00Z	2016-06-16T00:00:00Z	-30.70737	150.09621	245	WGS84	Boggabri - private land					elevation computed from api.geonames.org/astergdem
J413h	Eucalyptus albens	2016-06-16T00:00:00Z	2016-06-16T00:00:00Z	-30.70737	150.09621	245	WGS84	Boggabri - private land					elevation computed from api.geonames.org/astergdem
J413i	Eucalyptus albens	2016-06-16T00:00:00Z	2016-06-16T00:00:00Z	-30.70737	150.09621	245	WGS84	Boggabri - private land					elevation computed from api.geonames.org/astergdem
J414d	Eucalyptus albens	2016-06-16T00:00:00Z	2016-06-16T00:00:00Z	-30.49283	149.94203	246	WGS84	Narrabri					elevation computed from api.geonames.org/astergdem
J418d	Eucalyptus sideroxylon	2016-06-17T00:00:00Z	2016-06-17T00:00:00Z	-31.05012	149.23013	375	WGS84	The Pilliga					elevation computed from api.geonames.org/astergdem
J418f	Eucalyptus sideroxylon	2016-06-17T00:00:00Z	2016-06-17T00:00:00Z	-31.05012	149.23013	375	WGS84	The Pilliga					elevation computed from api.geonames.org/astergdem
J421a	Eucalyptus sideroxylon	2016-06-23T00:00:00Z	2016-06-23T00:00:00Z	-32.36597	148.23103	288	WGS84	Narromine					elevation computed from api.geonames.org/astergdem
J421c	Eucalyptus sideroxylon	2016-06-23T00:00:00Z	2016-06-23T00:00:00Z	-32.36597	148.23103	288	WGS84	Narromine					elevation computed from api.geonames.org/astergdem
J421d	Eucalyptus sideroxylon	2016-06-23T00:00:00Z	2016-06-23T00:00:00Z	-32.36597	148.23103	288	WGS84	Narromine					elevation computed from api.geonames.org/astergdem
J421e	Eucalyptus sideroxylon	2016-06-23T00:00:00Z	2016-06-23T00:00:00Z	-32.36597	148.23103	288	WGS84	Narromine					elevation computed from api.geonames.org/astergdem
J421f	Eucalyptus sideroxylon	2016-06-23T00:00:00Z	2016-06-23T00:00:00Z	-32.36597	148.23103	288	WGS84	Narromine					elevation computed from api.geonames.org/astergdem
J421g	Eucalyptus sideroxylon	2016-06-23T00:00:00Z	2016-06-23T00:00:00Z	-32.36597	148.23103	288	WGS84	Narromine					elevation computed from api.geonames.org/astergdem
J421h	Eucalyptus sideroxylon	2016-06-23T00:00:00Z	2016-06-23T00:00:00Z	-32.36597	148.23103	288	WGS84	Narromine					elevation computed from api.geonames.org/astergdem
J421i	Eucalyptus sideroxylon	2016-06-23T00:00:00Z	2016-06-23T00:00:00Z	-32.36597	148.23103	288	WGS84	Narromine					elevation computed from api.geonames.org/astergdem
J422b	Eucalyptus sideroxylon	2016-06-24T00:00:00Z	2016-06-24T00:00:00Z	-32.22311	148.66797	329	WGS84	Dubbo					elevation computed from api.geonames.org/astergdem
J422d	Eucalyptus sideroxylon	2016-06-24T00:00:00Z	2016-06-24T00:00:00Z	-32.22311	148.66797	329	WGS84	Dubbo					elevation computed from api.geonames.org/astergdem
J422h	Eucalyptus sideroxylon	2016-06-24T00:00:00Z	2016-06-24T00:00:00Z	-32.22311	148.66797	329	WGS84	Dubbo					elevation computed from api.geonames.org/astergdem
J422i	Eucalyptus sideroxylon	2016-06-24T00:00:00Z	2016-06-24T00:00:00Z	-32.22311	148.66797	329	WGS84	Dubbo					elevation computed from api.geonames.org/astergdem
J424h	Eucalyptus albens	2016-06-24T00:00:00Z	2016-06-24T00:00:00Z	-31.71111	150.6998	434	WGS84	Ardglen					elevation computed from api.geonames.org/astergdem
J424i	Eucalyptus albens	2016-06-24T00:00:00Z	2016-06-24T00:00:00Z	-31.71111	150.6998	434	WGS84	Ardglen					elevation computed from api.geonames.org/astergdem
J426e	Eucalyptus albens	2016-07-09T00:00:00Z	2016-07-09T00:00:00Z	-30.30846	151.20667	729	WGS84	Bundarra					elevation computed from api.geonames.org/astergdem
J433i	Eucalyptus sideroxylon	2016-07-10T00:00:00Z	2016-07-10T00:00:00Z	-28.17577	151.6577	519	WGS84	Glendon					elevation computed from api.geonames.org/astergdem
TLC724	Eucalyptus conica			-29.60560603	151.868071	1037.9375	WGS84	Dundee					
TLC732	Eucalyptus magnificata			-30.575079	151.903794	979	WGS84	Hillgrove					
TLC734	Eucalyptus magnificata			-30.55260301	151.896692	972	WGS84	Hillgrove					
TLC738-1	Eucalyptus sp. aff. magnificata			-30.85471898	151.858673	1054.764404	WGS84	Cheadle Mtn					
TLC739	Eucalyptus sp. aff. magnificata			-30.85471798	151.858588	1055.253906	WGS84	Cheadle Mtn					
TLC750	Eucalyptus magnificata			-30.71997302	151.72217	984	WGS84	Enmore					
TLC757	Eucalyptus magnificata			-30.71907003	151.721817	981.434265	WGS84	Enmore					
TLC758	Eucalyptus magnificata			-30.71955401	151.722795	977	WGS84	Enmore					
TLC760	Eucalyptus magnificata			-30.57490801	151.884066	985	WGS84	Metz Gorge					
TLC761	Eucalyptus magnificata			-30.57479996	151.884278	990	WGS84	Metz Gorge					
TLC764	Eucalyptus magnificata			-30.57433502	151.885239	977	WGS84	Metz Gorge					
TLC807	Eucalyptus magnificata			-30.57603898	151.90429	986	WGS84	Hillgrove					
TLC827	Eucalyptus magnificata			-30.61447897	151.940761	1001	WGS84	Long Point					
TLC830	Eucalyptus magnificata			-30.61620296	151.938109	994	WGS84	Long Point					
TLC831	Eucalyptus magnificata			-30.61607497	151.938129	996	WGS84	Long Point					
TLC908	Eucalyptus sp. aff. magnificata			-30.86045003	151.891704	1048	WGS84	Cheadle Mtn					
TLC909	Eucalyptus sp. aff. magnificata			-30.86056503	151.891859	1049	WGS84	Cheadle Mtn					
TLC914	Eucalyptus sp. aff. magnificata			-30.81462398	151.859377	1008	WGS84	Cheyenne Station					
TLC915	Eucalyptus sp. aff. magnificata			-30.81471702	151.859337	1008	WGS84	Cheyenne Station					
TLC922-1	Eucalyptus sp. aff. magnificata			-30.56833701	152.04948	1004	WGS84	Wollomombi					
TLC922-2	Eucalyptus sp. aff. magnificata			-30.56833701	152.04948	1004	WGS84	Wollomombi					
TLC922-3	Eucalyptus sp. aff. magnificata			-30.56833701	152.04948	1004	WGS84	Wollomombi					
TLC922-4	Eucalyptus sp. aff. magnificata			-30.56833701	152.04948	1004	WGS84	Wollomombi					
TLC922-5	Eucalyptus sp. aff. magnificata			-30.56833701	152.04948	1004	WGS84	Wollomombi					
TLC946	Eucalyptus sp. aff. magnificata			-29.84949804	152.001091	975	WGS84	Henry River Falls					
TLC947	Eucalyptus sp. aff. magnificata			-29.84955001	152.001463	969	WGS84	Henry River Falls					
TLC948	Eucalyptus sp. aff. magnificata			-29.84698003	152.010428	951	WGS84	Henry River Falls					
TLC949	Eucalyptus sp. aff. magnificata			-29.845609	152.012508	923	WGS84	Henry River Falls					
TLC950	Eucalyptus sp. aff. magnificata			-29.84570699	152.011747	930	WGS84	Henry River Falls					
TLC952-1	Eucalyptus sp. aff. magnificata			-29.62114801	151.783008	1062	WGS84	Yarraford Rd					
TLC952-2	Eucalyptus sp. aff. magnificata			-29.62114801	151.783008	1062	WGS84	Yarraford Rd					
TLC952-3	Eucalyptus sp. aff. magnificata			-29.62114801	151.783008	1062	WGS84	Yarraford Rd					
TLC952-4	Eucalyptus sp. aff. magnificata			-29.62114801	151.783008	1062	WGS84	Yarraford Rd					
TLC952-5	Eucalyptus sp. aff. magnificata			-29.62114801	151.783008	1062	WGS84	Yarraford Rd					
TLC953C	Eucalyptus sp. aff. magnificata			-30.83146197	151.821772	1094	WGS84	Terralto					
TLC953E	Eucalyptus sp. aff. magnificata			-30.83146197	151.821772	1094	WGS84	Terralto					
TLC963A	Eucalyptus sp. aff. magnificata			-30.83926	151.83008	1136	WGS84	Terralto					
TLC963C	Eucalyptus sp. aff. magnificata			-30.83926	151.83008	1136	WGS84	Terralto					
GH1													Unknown sample from UNE Greenhouse
GH2													Unknown sample from UNE Greenhouse
J293	Eucalyptus albens	2015-09-29T00:00:00Z	2015-09-29T00:00:00Z	-30.8942	150.66708	430	WGS84	Keepit, Old Menedebri Rd					elevation computed from api.geonames.org/astergdem
J295	Eucalyptus albens	2015-09-29T00:00:00Z	2015-09-29T00:00:00Z	-30.89198	150.6728	435	WGS84	Keepit, Somerton Main Rd					elevation computed from api.geonames.org/astergdem
J300	Eucalyptus sideroxylon	2015-09-30T00:00:00Z	2015-09-30T00:00:00Z	-29.80812	150.91918	670	WGS84	Gum Flat, Copeton Dam Rd					elevation computed from api.geonames.org/astergdem
J302	Eucalyptus albens	2015-09-30T00:00:00Z	2015-09-30T00:00:00Z	-30.14391	150.05293	487	WGS84	Sawn Rocks, Kilarney Gap Rd					elevation computed from api.geonames.org/astergdem
J304	Eucalyptus albens	2015-09-30T00:00:00Z	2015-09-30T00:00:00Z	-30.14391	150.05293	487	WGS84	Sawn Rocks, Kilarney Gap Rd					elevation computed from api.geonames.org/astergdem
J312	Eucalyptus sideroxylon	2015-09-30T00:00:00Z	2015-09-30T00:00:00Z	-30.60224	149.58173	270	WGS84	Pilliga, Newell Hwy					elevation computed from api.geonames.org/astergdem
J341a	Eucalyptus albens	2015-11-05T00:00:00Z	2015-11-05T00:00:00Z	-29.40223	151.41655	774	WGS84	Yellow Dam, Emmaville Rd					elevation computed from api.geonames.org/astergdem
J341b	Eucalyptus albens	2015-11-05T00:00:00Z	2015-11-05T00:00:00Z	-29.40223	151.41655	774	WGS84	Yellow Dam, Emmaville Rd					elevation computed from api.geonames.org/astergdem
J341c	Eucalyptus albens	2015-11-05T00:00:00Z	2015-11-05T00:00:00Z	-29.40223	151.41655	774	WGS84	Yellow Dam, Emmaville Rd					elevation computed from api.geonames.org/astergdem
J341d	Eucalyptus albens	2015-11-05T00:00:00Z	2015-11-05T00:00:00Z	-29.40223	151.41655	774	WGS84	Yellow Dam, Emmaville Rd					elevation computed from api.geonames.org/astergdem
J342a	Eucalyptus sideroxylon	2015-11-05T00:00:00Z	2015-11-05T00:00:00Z	-29.39087	151.39279	732	WGS84	Yellow Dam, Emmaville Rd					elevation computed from api.geonames.org/astergdem
J342b	Eucalyptus sideroxylon	2015-11-05T00:00:00Z	2015-11-05T00:00:00Z	-29.39087	151.39279	732	WGS84	Yellow Dam, Emmaville Rd					elevation computed from api.geonames.org/astergdem
J342c	Eucalyptus sideroxylon	2015-11-05T00:00:00Z	2015-11-05T00:00:00Z	-29.39087	151.39279	732	WGS84	Yellow Dam, Emmaville Rd					elevation computed from api.geonames.org/astergdem
